issue	ymd	term	record	wan	qian	bai	shi	ge
"180906272"	"2018-09-06"	"272"	"5,8,6,2,6"	"5"	"8"	"6"	"2"	"6"
"180906273"	"2018-09-06"	"273"	"2,3,5,7,9"	"2"	"3"	"5"	"7"	"9"
"180906274"	"2018-09-06"	"274"	"1,4,3,8,7"	"1"	"4"	"3"	"8"	"7"
"180906275"	"2018-09-06"	"275"	"7,9,6,6,3"	"7"	"9"	"6"	"6"	"3"
"180906276"	"2018-09-06"	"276"	"8,0,7,4,0"	"8"	"0"	"7"	"4"	"0"
"180906277"	"2018-09-06"	"277"	"3,6,3,3,5"	"3"	"6"	"3"	"3"	"5"
"180906278"	"2018-09-06"	"278"	"1,5,2,9,6"	"1"	"5"	"2"	"9"	"6"
"180906279"	"2018-09-06"	"279"	"6,7,8,0,2"	"6"	"7"	"8"	"0"	"2"
"180906280"	"2018-09-06"	"280"	"1,3,6,9,4"	"1"	"3"	"6"	"9"	"4"
"180906281"	"2018-09-06"	"281"	"5,6,7,7,3"	"5"	"6"	"7"	"7"	"3"
"180906282"	"2018-09-06"	"282"	"4,6,3,0,4"	"4"	"6"	"3"	"0"	"4"
"180906283"	"2018-09-06"	"283"	"9,7,4,1,7"	"9"	"7"	"4"	"1"	"7"
"180906284"	"2018-09-06"	"284"	"8,2,6,3,9"	"8"	"2"	"6"	"3"	"9"
"180906285"	"2018-09-06"	"285"	"3,1,5,8,4"	"3"	"1"	"5"	"8"	"4"
"180906286"	"2018-09-06"	"286"	"7,6,0,3,9"	"7"	"6"	"0"	"3"	"9"
"180906287"	"2018-09-06"	"287"	"2,7,8,4,5"	"2"	"7"	"8"	"4"	"5"
"180906288"	"2018-09-06"	"288"	"3,3,4,7,6"	"3"	"3"	"4"	"7"	"6"
